MOT;PLURIEL;FÉMININ;FEMININ_PLURIEL
décarburateur;décarburateurs;décarburatrice;décarburatrices
décembriste;décembristes;;décernables
décernable;décernables;;déchagrinée
déchagriné;déchagrinée;déchagrinées;déchagrinés
déchaussés;déchaussés;;déchaînante
déchaînant;déchaînante;déchaînantes;déchaînants
déchiffreur;déchiffreurs;déchiffreuse;déchiffreuses
déchloruré;déchlorurée;déchlorurées;déchlorurés
décidual;décidual;déciduales;déciduaux
décidué;déciduée;déciduées;décidués
décimable;décimables;;décinormale
décinormal;décinormale;décinormales;décinormaux
décisionnaire;décisionnaires;;déclamateurs
déclamateur;déclamateurs;déclamatrice;déclamatrices
déclarable;déclarables;;déclenchante
déclenchant;déclenchante;déclenchantes;déclenchants
déclencheur;déclencheurs;déclencheuse;déclencheuses
déco;décos;;décodeurs
décodeur;décodeurs;décodeuse;décodeuses
décoiffant;décoiffante;décoiffantes;décoiffants
décolonisateur;décolonisateurs;décolonisatrice;décolonisatrices
décomplémenté;décomplémentée;décomplémentées;décomplémentés
décomplété;décomplétée;décomplétées;décomplétés
décompresseur;décompresseurs;décompresseuse;décompresseuses
déconnant;déconnante;déconnantes;déconnants
décontaminant;décontaminante;décontaminantes;décontaminants
décontracturant;décontracturante;décontracturantes;décontracturants
décorable;décorables;;décorateurs
décorateur;décorateurs;décoratrice;décoratrices
décrispant;décrispante;décrispantes;décrispants
décrochable;décrochables;;décrochante
décrochant;décrochante;décrochantes;décrochants
décryptable;décryptables;;décrémentielle
décrémentiel;décrémentielle;décrémentielles;décrémentiels
décuman;décumane;décumanes;décumans
décurional;décurionale;décurionales;décurionaux
décylique;décyliques;;dédalienne
dédalien;dédalienne;dédaliennes;dédaliens
dédommageable;dédommageables;;dédoublables
dédoublable;dédoublables;;défaisables
défaisable;défaisables;;défanante
défanant;défanante;défanantes;défanants
défectologique;défectologiques;;défensables
défensable;défensables;;défibreurs
défibreur;défibreurs;défibreuse;défibreuses
défibrillateur;défibrillateurs;défibrillatrice;défibrillatrices
déficiens;;défigée;défigées
défigé;défigée;défigées;défigés
défilable;défilables;;défloculante
défloculant;défloculante;défloculantes;défloculants
défrichable;défrichables;;défrisante
défrisant;défrisante;défrisantes;défrisants
défâché;défâchée;défâchées;défâchés
défécant;défécante;défécantes;défécants
déférentiel;déférentielle;déférentielles;déférentiels
dégivrant;dégivrante;dégivrantes;dégivrants
déglutiné;déglutinée;déglutinées;déglutinés
déhydroascorbique;déhydroascorbiques;;déhydrocamphoriques
déhydrocamphorique;déhydrocamphoriques;;déhydrocholiques
déhydrocholique;déhydrocholiques;;délabrante
délabrant;délabrante;délabrantes;délabrants
délateur;délateurs;délatrice;délatrices
délayable;délayables;;déliaques
déliaque;déliaques;;délienne
délien;délienne;déliennes;déliens
délimitatif;délimitatifs;délimitative;délimitatives
délirogène;délirogènes;;délogeables
délogeable;délogeables;;déloquée
déloqué;déloquée;déloquées;déloqués
délégatif;délégatifs;délégative;délégatives
démagnétisant;démagnétisante;démagnétisantes;démagnétisants
démaqué;démaquée;démaquées;démaqués
démarcatif;démarcatifs;démarcative;démarcatives
démerdeur;démerdeurs;démerdeuse;démerdeuses
démineur;démineurs;démineuse;démineuses
démixé;démixée;démixées;démixés
démochrétien;démochrétienne;démochrétiennes;démochrétiens
démodécique;démodéciques;;démographes
démographe;démographes;;démonistes
démoniste;démonistes;;démontante
démontant;démontante;démontantes;démontants
démystifiant;démystifiante;démystifiantes;démystifiants
démystificateur;démystificateurs;démystificatrice;démystificatrices
démyélinisant;démyélinisante;démyélinisantes;démyélinisants
démyélisant;démyélisante;démyélisantes;démyélisants
dénitrant;dénitrante;dénitrantes;dénitrants
dénitrifiant;dénitrifiante;dénitrifiantes;dénitrifiants
déontique;déontiques;;dépanneurs
dépanneur;dépanneurs;dépanneuse;dépanneuses
dépapillant;dépapillante;dépapillantes;dépapillants
dépapillé;dépapillée;dépapillées;dépapillés
départementaliste;départementalistes;;départiteurs
départiteur;départiteurs;départitrice;départitrices
dépersonnalisant;dépersonnalisante;dépersonnalisantes;dépersonnalisants
dépicatoire;dépicatoires;;déplaquettée
déplaquetté;déplaquettée;déplaquettées;déplaquettés
déplasmatisé;déplasmatisée;déplasmatisées;déplasmatisés
déplisseur;déplisseurs;déplisseuse;déplisseuses
déplumant;déplumante;déplumantes;déplumants
déplété;déplétée;déplétées;déplétés
dépolarisant;dépolarisante;dépolarisantes;dépolarisants
dépolitisant;dépolitisante;dépolitisantes;dépolitisants
dépolluant;dépolluante;dépolluantes;dépolluants
dépollueur;dépollueurs;dépollueuse;dépollueuses
déposable;déposables;;déposante
déposant;déposante;déposantes;déposants
dépoussiéreur;dépoussiéreurs;dépoussiéreuse;dépoussiéreuses
dépressogène;dépressogènes;;déprédée
déprédé;déprédée;déprédées;déprédés
dépurateur;dépurateurs;dépuratrice;dépuratrices
dépérissant;dépérissante;dépérissantes;dépérissants
dépétainisé;dépétainisée;dépétainisées;dépétainisés
déracinant;déracinante;déracinantes;déracinants
déradelphe;déradelphes;;déraillables
déraillable;déraillables;;dérailleurs
dérailleur;dérailleurs;;dérapante
dérapant;dérapante;dérapantes;dérapants
dérestauré;dérestaurée;dérestaurées;dérestaurés
dérivationnel;dérivationnelle;dérivationnelles;dérivationnels
dérobeur;dérobeurs;dérobeuse;dérobeuses
dérogataire;dérogataires;;dérogatifs
dérogatif;dérogatifs;dérogative;dérogatives
désactivateur;désactivateurs;désactivatrice;désactivatrices
désaffectivé;désaffectivée;désaffectivées;désaffectivés
désafféranté;désafférantée;désafférantées;désafférantés
désaisonnalisé;désaisonnalisée;désaisonnalisées;désaisonnalisés
désaligné;désalignée;désalignées;désalignés
désaliénant;désaliénante;désaliénantes;désaliénants
désaliéniste;désaliénistes;;désaluminisée
désaluminisé;désaluminisée;désaluminisées;désaluminisés
désarçonnant;désarçonnante;désarçonnantes;désarçonnants
désatomisé;désatomisée;désatomisées;désatomisés
désaturant;désaturante;désaturantes;désaturants
désavouable;désavouables;;déschlammeurs
déschlammeur;déschlammeurs;;désenfumables
désenfumable;désenfumables;;désensibilisante
désensibilisant;désensibilisante;désensibilisantes;désensibilisants
désensibilisateur;désensibilisateurs;désensibilisatrice;désensibilisatrices
désestérifié;désestérifiée;désestérifiées;désestérifiés
désherbeur;désherbeurs;désherbeuse;désherbeuses
déshydrogénant;déshydrogénante;déshydrogénantes;déshydrogénants
désiconisé;désiconisée;désiconisées;désiconisés
désillusionnant;désillusionnante;désillusionnantes;désillusionnants
désincrustant;désincrustante;désincrustantes;désincrustants
désinfecteur;désinfecteurs;désinfectrice;désinfectrices
désinflationniste;désinflationnistes;;désinformateurs
désinformateur;désinformateurs;désinformatrice;désinformatrices
désinhibiteur;désinhibiteurs;désinhibitrice;désinhibitrices
désintoxiquant;désintoxiquante;désintoxiquantes;désintoxiquants
désirant;désirante;désirantes;désirants
désoblitérant;désoblitérante;désoblitérantes;désoblitérants
désobéi;désobéie;désobéies;désobéis
désoeuvré;désoeuvrée;désoeuvrées;désoeuvrés
désoxycholique;désoxycholiques;;désoxygénante
désoxygénant;désoxygénante;désoxygénantes;désoxygénants
désulfurant;désulfurante;désulfurantes;désulfurants
déséquilibrant;déséquilibrante;déséquilibrantes;déséquilibrants
détartreur;détartreurs;détartreuse;détartreuses
détentionnaire;détentionnaires;;détonnante
détonnant;détonnante;détonnantes;détonnants
détracteur;détracteurs;détractrice;détractrices
détritivore;détritivores;;détérioratifs
détérioratif;détérioratifs;détériorative;détérioratives
dévaginable;dévaginables;;développementalistes
développementaliste;développementalistes;;déverbalisante
déverbalisant;déverbalisante;déverbalisantes;déverbalisants
déverbatif;déverbatifs;déverbative;déverbatives
déversé;déversée;déversées;déversés
dévertébré;dévertébrée;dévertébrées;dévertébrés
dévitaminé;dévitaminée;dévitaminées;dévitaminés
dévoisé;dévoisée;dévoisées;dévoisés
dévotionnel;dévotionnelle;dévotionnelles;dévotionnels
déwatté;déwattée;déwattées;déwattés
dîmier;dîmiers;dîmière;dîmières
ecbolique;ecboliques;;eccrines
eccrine;eccrines;;ecmnésiques
ecmnésique;ecmnésiques;;ecmnétiques
ecmnétique;ecmnétiques;;
economicus;;ectoblastiques;
ectoblastique;ectoblastiques;;ectolécithes
ectolécithe;ectolécithes;;ectopages
ectopage;ectopages;;ectoparasites
ectoparasite;ectoparasites;;ectrodactyles
ectrodactyle;ectrodactyles;;ectromèles
ectromèle;ectromèles;;ectypale
ectypal;ectypale;ectypales;ectypaux
eczématiforme;eczématiformes;;eczématiques
eczématique;eczématiques;;effectuables
effectuable;effectuables;;effileurs
effileur;effileurs;effileuse;effileuses
effiloqueur;effiloqueurs;effiloqueuse;effiloqueuses
ekphonétique;ekphonétiques;;ellagotanniques
ellagotannique;ellagotanniques;;embellissante
embellissant;embellissante;embellissantes;embellissants
emberlificoteur;emberlificoteurs;emberlificoteuse;emberlificoteuses
embiellé;embiellée;embiellées;embiellés
emboligène;emboligènes;;embolismiques
embolismique;embolismiques;;emboutissables
emboutissable;emboutissables;;emboutisseurs
emboutisseur;emboutisseurs;emboutisseuse;emboutisseuses
embrouillant;embrouillante;embrouillantes;embrouillants
embruiné;embruinée;embruinées;embruinés
embryogène;embryogènes;;embryospécifiques
embryospécifique;embryospécifiques;;embryotrophes
embryotrophe;embryotrophes;;embryotrophiques
embryotrophique;embryotrophiques;;embryoïdes
embryoïde;embryoïdes;;emmerdeurs
emmerdeur;emmerdeurs;emmerdeuse;emmerdeuses
emmiellant;emmiellante;emmiellantes;emmiellants
emmiélant;emmiélante;emmiélantes;emmiélants
empennelé;empennelée;empennelées;empennelés
emperlé;emperlée;emperlées;emperlés
empire;;empiriocriticistes;
empiriocriticiste;empiriocriticistes;;empiriomonistes
empiriomoniste;empiriomonistes;;empiétante
empiétant;empiétante;empiétantes;empiétants
emplastique;emplastiques;;emprunteurs
emprunteur;emprunteurs;emprunteuse;emprunteuses
encaissant;encaissante;encaissantes;encaissants
encapsidé;encapsidée;encapsidées;encapsidés
encapsulant;encapsulante;encapsulantes;encapsulants
encerclant;encerclante;encerclantes;encerclants
enchondral;enchondrale;enchondrales;enchondraux
encloisonné;encloisonnée;encloisonnées;encloisonnés
encloqué;encloquée;encloquées;encloqués
encodeur;encodeurs;encodeuse;encodeuses
encolleur;encolleurs;encolleuse;encolleuses
encoprésique;encoprésiques;;encoprétiques
encoprétique;encoprétiques;;encéphalographiques
encéphalographique;encéphalographiques;;encéphalopathiques
encéphalopathique;encéphalopathiques;;encéphaloïdes
encéphaloïde;encéphaloïdes;;endapexienne
endapexien;endapexienne;endapexiennes;endapexiens
endermique;endermiques;;endo-urétral
endo-urétral;endo-urétral;;endoblastiques
endoblastique;endoblastiques;;endobronchiques
endobronchique;endobronchiques;;endobuccale
endobuccal;endobuccale;endobuccales;endobuccaux
endocardiaque;endocardiaques;;endocardiques
endocardique;endocardiques;;endocarditiques
endocarditique;endocarditiques;;endocavitaires
endocavitaire;endocavitaires;;endocellulaires
endocellulaire;endocellulaires;;endocervicale
endocervical;endocervicale;endocervicales;endocervicaux
endochondral;endochondrale;endochondrales;endochondraux
endochorial;endochoriale;endochoriales;endochoriaux
endocorporel;endocorporelle;endocorporelles;endocorporels
endocrino-musculaire;;endocrinocardiaques;
endocrinocardiaque;endocrinocardiaques;;endocrinologiques
endocrinologique;endocrinologiques;;endocrinotropes
endocrinotrope;endocrinotropes;;endocrânienne
endocrânien;endocrânienne;endocrâniennes;endocrâniens
endogastrique;endogastriques;;endoglobulaires
endoglobulaire;endoglobulaires;;endogée
endogé;endogée;endogées;endogés
endolabyrinthique;endolabyrinthiques;;endoluminale
endoluminal;endoluminale;endoluminales;endoluminaux
endolymphatique;endolymphatiques;;endomyocardiques
endomyocardique;endomyocardiques;;endométriale
endométrial;endométriale;endométriales;endométriaux
endométriosique;endométriosiques;;endométrioïdes
endométrioïde;endométrioïdes;;endonasale
endonasal;endonasale;endonasales;endonasaux
endormeur;endormeurs;endormeuse;endormeuses
endorphinergique;endorphinergiques;;endorphiniques
endorphinique;endorphiniques;;endoréiques
endoréique;endoréiques;;endosacculaires
endosacculaire;endosacculaires;;endosomiques
endosomique;endosomiques;;endosquelettiques
endosquelettique;endosquelettiques;;endothoraciques
endothoracique;endothoraciques;;
endothrix;;endothéliochoriale;endothéliochoriales
endothéliochorial;endothéliochoriale;endothéliochoriales;endothéliochoriaux
endothérapique;endothérapiques;;endotoxiniques
endotoxinique;endotoxiniques;;endotrachéale
endotrachéal;endotrachéale;endotrachéales;endotrachéaux
endotrophe;endotrophes;;endovaginale
endovaginal;endovaginale;endovaginales;endovaginaux
endovasculaire;endovasculaires;;endoveineuses
endoveineux;endoveineuses;endoveineux;
endroit;;endémosporadique;endémosporadiques
endémosporadique;endémosporadique;endémosporadiques;
enfichiste;enfichistes;;enfoutistes
enfoutiste;enfoutistes;;enfumables
enfumable;enfumables;;engageables
engageable;engageables;;engainante
engainant;engainante;engainantes;engainants
englanté;englantée;englantées;englantés
engraissant;engraissante;engraissantes;engraissants
engrenant;engrenante;engrenantes;engrenants
enhardé;enhardée;enhardées;enhardés
enhydre;enhydres;;enjambante
enjambant;enjambante;enjambantes;enjambants
enkikinant;enkikinante;enkikinantes;enkikinants
enképhalinergique;enképhalinergiques;;enlaidissante
enlaidissant;enlaidissante;enlaidissantes;enlaidissants
ennéagone;ennéagones;;enquêteurs
enquêteur;enquêteurs;enquêteuse;enquêteuses
enracinant;enracinante;enracinantes;enracinants
enregistrant;enregistrante;enregistrantes;enregistrants
